parent_company;company;gogel_id
Riverbend Energy Group;Riverbend Energy Group;100814
Riverside Energy Holdings LLC;Riverside Energy Holdings LLC;101048
Riverside Energy Holdings LLC ;Riverside Energy Michigan LLC;100438
Rockcliff Energy LLC;Rockcliff Energy LLC;100106
Rockhopper Exploration plc;Rockhopper Exploration plc;100604
Rockies LNG LP;Rockies LNG LP;200022
Rockies Resources LLC;Rockies Resources LLC;101063
Rongsheng Petrochemical Co Ltd;Rongsheng Petrochemical Co Ltd;800861
Rostec State Corporation;Rostec State Corporation;800959
Rostec State Corporation ;OOO VO Technopromexport;800958
Rovuma LNG SA;Rovuma LNG SA;200633
Royal Group Finance Co Ltd;Royal Group Finance Co Ltd;200683
Royal Vopak NV;Royal Vopak NV;200097
Royal Vopak NV ;Vopak Victoria Energy Terminal Pty Ltd;200646
RRP Operating LLC;RRP Operating LLC;100760
Rubellite Energy Inc;Rubellite Energy Inc;100859
Rudong County Dongtai Social Development Investment Co Ltd;Rudong County Dongtai Social Development Investment Co Ltd;200552
Rural Power Company Ltd;Rural Power Company Ltd;800309
RusChemAlliance LLC;RusChemAlliance LLC;200617
RWE AG;RWE AG;100496
RWE AG ;RWE Generation UK plc;800945
Saba Power and Energy Group;Saba Power and Energy Group;800845
Saba Power and Energy Group ;Iran Power Plant Investment Co (SANA);800262
Saba Power and Energy Group ;Khorramabad Power Generation Co;800848
Sage Natural Resources LLC;Sage Natural Resources LLC;100427
Saguaro Resources Ltd;Saguaro Resources Ltd;100391
Sahara Group Ltd;Sahara Group Ltd;100480
Saibu Gas Holdings Co Ltd;Saibu Gas Holdings Co Ltd;800093
Sakhalin Oil and Gas Development Co Ltd (SODECO);Sakhalin Oil and Gas Development Co Ltd (SODECO);200053
Salt River Project Agricultural Improvement and Power District;Salt River Project Agricultural Improvement and Power District;800743
Samruk-Kazyna JSC;Samruk-Kazyna JSC;200254
Samruk-Kazyna JSC ;JSC NC KazMunayGas (KMG);100073
Samruk-Kazyna JSC ;JSC NC QazaqGaz;200540
Samruk-Kazyna JSC ;PGU Turkestan LLP;800533
Samruk-Kazyna JSC ;Samruk-Energy JSC;800118
Samson Energy Company LLC;Samson Energy Company LLC;100849
San Isidro Development Company LC;San Isidro Development Company LC;101098
San Leon Energy plc;San Leon Energy plc;100946
SandRidge Energy Inc;SandRidge Energy Inc;100321
Sanfangxiang Group Co Ltd;Sanfangxiang Group Co Ltd;801012
Sanguine Gas Exploration LLC;Sanguine Gas Exploration LLC;100818
Santos Ltd;Santos Ltd;100084
Sapura Energy Bhd;Sapura Energy Bhd;100377
Saskatchewan Power Corporation (SaskPower);Saskatchewan Power Corporation (SaskPower);800335
Sasol Ltd;Sasol Ltd;100223
Saturn Oil & Gas Inc;Saturn Oil & Gas Inc;100942
Saudi Arabian Corporation for Oil Shale Ltd (SACOS);Saudi Arabian Corporation for Oil Shale Ltd (SACOS);101092
Saudi Arabian Oil Company (Saudi Aramco);Saudi Arabian Oil Company (Saudi Aramco);100001
SC Electrocentrale Bucuresti SA;SC Electrocentrale Bucuresti SA;800499
SCE-Quvvat LLC;SCE-Quvvat LLC;800718
Schlumberger Ltd (SLB);Schlumberger Ltd (SLB);100234
Scout Energy Partners;Scout Energy Partners;100227
SDX Energy Plc;SDX Energy Plc;100527
SeaOne Holdings LLC;SeaOne Holdings LLC;800408
SeaOne Holdings LLC ;Termo Solo 1 SAS ESP;800713
Seascape Energy Asia plc;Seascape Energy Asia plc;100812
Sembcorp Industries Ltd;Sembcorp Industries Ltd;800047
Seminole Electric Cooperative Inc;Seminole Electric Cooperative Inc;800139
Seminole Electric Cooperative Inc ;Shady Hills Energy Center LLC;800650
Sempra Energy;Sempra Energy;200003
Sempra Energy ;ECA Liquefaction S de RL de CV;200518
Sempra Energy ;Energia Costa Azul S de RL de CV;200522
Sempra Energy ;Infraestructura Energetica Nova SAPI de CV;200521
Sempra Energy ;Port Arthur LNG Phase II LLC;200517
Sempra Energy ;Port Arthur Pipeline LLC;200677
Sempra Energy ;Sempra Infrastructure Partners LP;200669
Sempra Energy ;Vista Pacifico LNG SAPI de CV;200519
Sentinel Peak Resources LLC;Sentinel Peak Resources LLC;100710
Seplat Energy Plc;Seplat Energy Plc;100254
Sequa Petroleum NV;Sequa Petroleum NV;100943
Sequitur Energy Resources LLC;Sequitur Energy Resources LLC;100272
Serica Energy plc;Serica Energy plc;100696
Serra da Capivara Energias SPE Ltda;Serra da Capivara Energias SPE Ltda;800568
Seven Group Holdings Ltd;Seven Group Holdings Ltd;100624
Shaanxi Yanchang Petroleum (Group) Co Ltd;Shaanxi Yanchang Petroleum (Group) Co Ltd;100072
Shaanxi Yanchang Petroleum (Group) Co Ltd ;Shaanxi Provincial Natural Gas Co Ltd;100072,1
Shandong Development & Investment Holding Group Co Ltd;Shandong Development & Investment Holding Group Co Ltd;800631
Shandong Development & Investment Holding Group Co Ltd ;Huadian Foshan Energy Co Ltd;800632
Shandong Fengyuan Biomass Power Co Ltd;Shandong Fengyuan Biomass Power Co Ltd;800829
Shandong Hainuo Port Co Ltd;Shandong Hainuo Port Co Ltd;200083
Shandong Hi-Tech Innovation Construction Investment Group Co Ltd;Shandong Hi-Tech Innovation Construction Investment Group Co Ltd;200553
Shandong Lucion Investment Holding Group Co Ltd;Shandong Lucion Investment Holding Group Co Ltd;200204
Shandong Port Group Co Ltd;Shandong Port Group Co Ltd;200234
Shandong Port Group Co Ltd ;Shandong Port Yantai Port Group Co Ltd;200467
Shandong Yiding Energy Co Ltd;Shandong Yiding Energy Co Ltd;801036
Shanghai Electric Power Co Ltd;Shanghai Electric Power Co Ltd;800223
Shanghai Zhongsheng Industrial Group Co Ltd;Shanghai Zhongsheng Industrial Group Co Ltd;801010
Shantou Sinoenergy Co Ltd;Shantou Sinoenergy Co Ltd;200100
Shantou Special Economic Zone Gas Turbine Power Plant Co Ltd;Shantou Special Economic Zone Gas Turbine Power Plant Co Ltd;800537
Shanwei Investment Holdings Co Ltd;Shanwei Investment Holdings Co Ltd;800878
Shanxi Blue Flame Holding Co Ltd;Shanxi Blue Flame Holding Co Ltd;101089
Sharjah National Oil Corporation (SNOC);Sharjah National Oil Corporation (SNOC);100246
Shell plc;Shell plc;100007
Shenergy (Group) Co Ltd;Shenergy (Group) Co Ltd;200084
Shenergy (Group) Co Ltd ;Shenergy Co Ltd;100702
Shenergy (Group) Co Ltd ;Shenergy Yangshan LNG Co Ltd;800535
Shenjian Aerospace New Technology Research Institute (Zhuhai) Co Ltd;Shenjian Aerospace New Technology Research Institute (Zhuhai) Co Ltd;200638
Shenzhen Capital Holdings Co Ltd;Shenzhen Capital Holdings Co Ltd;800627
Shenzhen Energy Group Co Ltd;Shenzhen Energy Group Co Ltd;200266
Shenzhen Energy Group Co Ltd ;Zhuhai Shenneng Hongwan Power Co Ltd;800626
Shenzhen Gas Corporation Ltd;Shenzhen Gas Corporation Ltd;200278
Shenzhen Zhide Investment Development Co Ltd;Shenzhen Zhide Investment Development Co Ltd;800887
Sheridan Production Company III LLC;Sheridan Production Company III LLC;100353
Shunkang Holdings Group Co Ltd;Shunkang Holdings Group Co Ltd;101110
Sichuan Development Holding Co Ltd;Sichuan Development Holding Co Ltd;800238
Sichuan Development Holding Co Ltd ;Sichuan Energy Industry Investment Group Co Ltd;801014
Sichuan Development Holding Co Ltd ;Sichuan Hydropower Investment and Management Group Ltd;801049
Sichuan Provincial Investment Group Co Ltd;Sichuan Provincial Investment Group Co Ltd;800055
Sichuan Provincial Investment Group Co Ltd ;Sichuan Chuantou Gas Power Generation Group Co Ltd;800524
Siemens AG;Siemens AG;800080
Siemens Energy AG;Siemens Energy AG;800054
SIGDA OOD;SIGDA OOD;800448
Sikder Group of Companies;Sikder Group of Companies;800898
Silver Creek Oil & Gas LLC;Silver Creek Oil & Gas LLC;101064
Silver Hill Energy Partners III LP;Silver Hill Energy Partners III LP;100798
SilverBow Resources Inc;SilverBow Resources Inc;100270
Sino GeoPhysical Co Ltd;Sino GeoPhysical Co Ltd;100641
Sinochem Group Co Ltd;Sinochem Group Co Ltd;100182
Sinolam Smarter Energy LNG Power Co Inc;Sinolam Smarter Energy LNG Power Co Inc;800307
Sinopec Yantai Longkou LNG Co Ltd;Sinopec Yantai Longkou LNG Co Ltd;200542
Sinsukjai Company Ltd;Sinsukjai Company Ltd;800680
Sixth Street Partners LLC;Sixth Street Partners LLC;100831
SK Inc;SK Inc;200118
SK Inc ;8 Rivers Capital LLC;800324
SK Inc ;SK E&S Co Ltd;100861
SK Inc ;Whitetail Clean Energy Ltd;800940
SK Innovation Co Ltd;SK Innovation Co Ltd;100193
Slawson Companies Inc;Slawson Companies Inc;101050
Slawson Companies Inc ;Slawson Exploration Company Inc;100342
SM Energy Company;SM Energy Company;100110
Snam SpA;Snam SpA;200165
Snam SpA ;Enura SpA;200176
Snam SpA ;Ravenna LNG Terminal SRL;200539
SNGN Romgaz SA;SNGN Romgaz SA;100187
Snowy Hydro Ltd;Snowy Hydro Ltd;800210
SNTGN Transgaz SA;SNTGN Transgaz SA;200192
Snyder Brothers Inc;Snyder Brothers Inc;100428
Societa Gasdotti Italia SpA;Societa Gasdotti Italia SpA;200237
Societatea Electrocentrale Craiova SA;Societatea Electrocentrale Craiova SA;800934
Societatea Energetica Electrica SA;Societatea Energetica Electrica SA;800936
Societe Centrale Electrique du Congo SA (CEC);Societe Centrale Electrique du Congo SA (CEC);800379
Societe d'Infrastructures Gazieres SA;Societe d'Infrastructures Gazieres SA;200420
Societe des Petroles du Senegal (PETROSEN);Societe des Petroles du Senegal (PETROSEN);100613
Societe Mauritanienne des Hydrocarbures (SMH);Societe Mauritanienne des Hydrocarbures (SMH);100625
Societe Nationale d'Operations Petrolieres de la Cote d'Ivoire (Petroci);Societe Nationale d'Operations Petrolieres de la Cote d'Ivoire (Petroci);100743
Societe Nationale des Petroles du Congo (SNPC);Societe Nationale des Petroles du Congo (SNPC);100839
Societe Tunisienne de l'Electricite et du Gaz (STEG);Societe Tunisienne de l'Electricite et du Gaz (STEG);800298
SOGC Inc;SOGC Inc;100930
Sojitz Corporation;Sojitz Corporation;100452
Sonangol EP;Sonangol EP;100070
Sonatrach SpA;Sonatrach SpA;100015
Sonelgaz SpA;Sonelgaz SpA;800011
Sound Energy plc;Sound Energy plc;200341
Source Energy AS;Source Energy AS;100806
South Refineries Company;South Refineries Company;800897
Southern Cone Foundation;Southern Cone Foundation;101021
Southern Cone Foundation ;Compania General de Combustibles SA (CGC);100295
Southern Ute Indian Tribe Growth Fund;Southern Ute Indian Tribe Growth Fund;800468
Southern Ute Indian Tribe Growth Fund ;Red Willow Production LLC;100408
Southwestern Energy Company;Southwestern Energy Company;100054
Sovico Group;Sovico Group;800883
SPA Belenergo;SPA Belenergo;800168
Spartan Delta Corp;Spartan Delta Corp;100433
Sponte Operating Inc;Sponte Operating Inc;100735
Spur Energy Partners LLC;Spur Energy Partners LLC;100312
Sravanthi Infratech Pvt Ltd;Sravanthi Infratech Pvt Ltd;800410
Sravanthi Infratech Pvt Ltd ;Sravanthi Energy Pvt Ltd;800170
SSE plc;SSE plc;800074
State Development & Investment Corp Ltd;State Development & Investment Corp Ltd;801047
State Development & Investment Corp Ltd ;SDIC Power Holdings Co Ltd;800377
State Grid Corporation of China (SGCC);State Grid Corporation of China (SGCC);800874
State Oil Company of the Azerbaijan Republic (SOCAR);State Oil Company of the Azerbaijan Republic (SOCAR);100059
State Power Investment Corporation Ltd (SPIC);State Power Investment Corporation Ltd (SPIC);800036
State Power Investment Corporation Ltd (SPIC) ;China Power International Holding Ltd;800560
Sterling Oil Exploration & Energy Production Co Ltd;Sterling Oil Exploration & Energy Production Co Ltd;101059
Stone City Energy BV;Stone City Energy BV;800099
Strike Energy Ltd;Strike Energy Ltd;100633
Sui Northern Gas Pipelines Ltd;Sui Northern Gas Pipelines Ltd;200621
Suining Chen'an Investment Co Ltd;Suining Chen'an Investment Co Ltd;800925
Sumitomo Corporation;Sumitomo Corporation;100399
Summit Petroleum LLC;Summit Petroleum LLC;100360
Summit Power International Ltd;Summit Power International Ltd;200232
Summit Power International Ltd ;Summit Meghnaghat II Power Company Ltd;800644
Sun Ba Power Corporation;Sun Ba Power Corporation;800830
Sun Petrochemicals Pvt Ltd;Sun Petrochemicals Pvt Ltd;100800
Suncor Energy Inc;Suncor Energy Inc;100039
Sunlink Energies and Resources Ltd;Sunlink Energies and Resources Ltd;100675
Sunshine Oilsands Ltd;Sunshine Oilsands Ltd;100609
Supreme Group of Companies;Supreme Group of Companies;200315
Surge Energy US Holdings Company;Surge Energy US Holdings Company;100754
Suria Strategic Energy Resources Sdn Bhd;Suria Strategic Energy Resources Sdn Bhd;200637
Sval Energi AS;Sval Energi AS;100634
Swan Energy Ltd;Swan Energy Ltd;200073
Synthos SA;Synthos SA;800483
T&T Group JSC;T&T Group JSC;200412
T20 Holdings Ltd;T20 Holdings Ltd;800918
Tacheng Prefecture State-owned Assets Investment And Management Company;Tacheng Prefecture State-owned Assets Investment And Management Company;200712
Taishan Dawan Enterprise Management Co Ltd;Taishan Dawan Enterprise Management Co Ltd;200640
Taiwan Cogeneration Corporation (TCC);Taiwan Cogeneration Corporation (TCC);800146
Taiwan Power Company (Taipower);Taiwan Power Company (Taipower);200054
Taiwan Sugar Corporation;Taiwan Sugar Corporation;800831
Talara Capital Management LLC;Talara Capital Management LLC;101018
Talara Capital Management LLC ;Caza Petroleum LLC;100728
Talisman Group Investments LLC;Talisman Group Investments LLC;200509
Talisman Group Investments LLC ;Delfin LNG LLC;200510
Talisman Group Investments LLC ;Delfin Midstream Inc;200512
Tall City Exploration III LLC;Tall City Exploration III LLC;100494
Talos Energy Inc;Talos Energy Inc;100232
Tamar Petroleum Ltd;Tamar Petroleum Ltd;100362
Tamarack Valley Energy Ltd;Tamarack Valley Energy Ltd;100350
Tamboran Resources Ltd;Tamboran Resources Ltd;100948
Tanajib Cogeneration Power Company;Tanajib Cogeneration Power Company;800794
Tangshan Donghua Iron and Steel Enterprise Group Co Ltd;Tangshan Donghua Iron and Steel Enterprise Group Co Ltd;801038
Tangshan Ganglu Iron & Steel Co Ltd;Tangshan Ganglu Iron & Steel Co Ltd;801039
Tangshan State Holding Group Co Ltd;Tangshan State Holding Group Co Ltd;200691
Tanzania Electric Supply Company Ltd (TANESCO);Tanzania Electric Supply Company Ltd (TANESCO);800331
Tanzania Petroleum Development Corporation (TPDC);Tanzania Petroleum Development Corporation (TPDC);200150
Tarazenergo-2005 LLP;Tarazenergo-2005 LLP;800993
Tatanga Energy;Tatanga Energy;800282
Tatneftegaz-Sever LLC;Tatneftegaz-Sever LLC;100883
Tattarang Pty Ltd;Tattarang Pty Ltd;800774
Tattarang Pty Ltd ;Australian Industrial Energy Pty Ltd;200562
Tattarang Pty Ltd ;Squadron Energy Pty Ltd;800449
TC Energy Corporation;TC Energy Corporation;200137
TC Energy Corporation ;NOVA Gas Transmission Ltd;200598
TC Energy Corporation ;TransCanada PipeLines Ltd;200599
Tecpetrol Internacional SLU;Tecpetrol Internacional SLU;100151
Tellurian Inc;Tellurian Inc;100511
Tellurian Inc ;Driftwood LNG LLC;200460
Tellurian Inc ;Driftwood Pipeline LLC;200461
Telpico LLC;Telpico LLC;101108
Temasek Holdings (Private) Ltd;Temasek Holdings (Private) Ltd;200115
Tenaga Nasional Bhd (TNB);Tenaga Nasional Bhd (TNB);800113
Tennessee Valley Authority;Tennessee Valley Authority;800061
TEPOR - Terminal Portuario de Macae Ltda;TEPOR - Terminal Portuario de Macae Ltda;200046
Termocandelaria Power SA;Termocandelaria Power SA;800395
Termocandelaria Power SA ;Termobarranquilla SA ESP;800910
Terra Energy Partners LLC;Terra Energy Partners LLC;100138
Tessenderlo Group NV;Tessenderlo Group NV;800181
Tethys Oil AB;Tethys Oil AB;100465
Texas American Resources LLC;Texas American Resources LLC;100872
Texas LNG LLC;Texas LNG LLC;200244
Thai Future Energy Holding Company Ltd;Thai Future Energy Holding Company Ltd;800679
Thai Future Energy Holding Company Ltd ;Burapa Power Generation Company Ltd;800681
Thai Future Energy Holding Company Ltd ;National Power Supply Public Company Ltd;800368
Thanh Thanh Cong JSC (TTC);Thanh Thanh Cong JSC (TTC);200325
The AES Corporation;The AES Corporation;200123
The Carlyle Group Inc;The Carlyle Group Inc;100623
The Carlyle Group Inc ;SierraCol Energy Ltd;100755
The Hong Kong and China Gas Company Ltd (Towngas);The Hong Kong and China Gas Company Ltd (Towngas);200297
The Israel Electric Corporation Ltd;The Israel Electric Corporation Ltd;800126
The Israel Electric Corporation Ltd ;Netiv HaOr - Orot Rabin Ltd;800882
The Kansai Electric Power Company Inc (KEPCO);The Kansai Electric Power Company Inc (KEPCO);800491
The National Gas Company of Trinidad and Tobago Ltd (NGC);The National Gas Company of Trinidad and Tobago Ltd (NGC);101065
The NEQSOL Holding Azerbaijan LLC;The NEQSOL Holding Azerbaijan LLC;101038
The NEQSOL Holding Azerbaijan LLC ;Nobel Oil E&P (UK) Ltd;100792
The Silk Road Fund Co Ltd;The Silk Road Fund Co Ltd;100263
The South Gas Company;The South Gas Company;100158
The Southern Company;The Southern Company;800203
The Southern Company ;Alabama Power Co;800977
The State Atomic Energy Corporation ROSATOM;The State Atomic Energy Corporation ROSATOM;800768
The State Atomic Energy Corporation ROSATOM ;PJSC Quadra - Power Generation;800320
The Williams Companies Inc;The Williams Companies Inc;200147
The Williams Companies Inc ;Transcontinental Gas Pipe Line Company LLC;200485
Thermal Power Plants Holding Company (TPPH);Thermal Power Plants Holding Company (TPPH);800028
Thermoilektriki Komotinis SA;Thermoilektriki Komotinis SA;800824
Thunderbird Resources Equity Inc;Thunderbird Resources Equity Inc;200329
Tianjin Port (Group) Co Ltd;Tianjin Port (Group) Co Ltd;200464
Tianjin State-owned Capital Investment Operation Co Ltd;Tianjin State-owned Capital Investment Operation Co Ltd;800542
Tianjin State-owned Capital Investment Operation Co Ltd ;Tianjin Energy Investment Group Co Ltd;801013
Tibet Runjue Electric Energy Co Ltd;Tibet Runjue Electric Energy Co Ltd;200728
Timor GAP EP;Timor GAP EP;100650
Timor Resources Pty Ltd;Timor Resources Pty Ltd;100856
Tinmar Energy SA;Tinmar Energy SA;800750
TKG Taekwang Co Ltd;TKG Taekwang Co Ltd;800956
TNEB Ltd;TNEB Ltd;800923
TNEB Ltd ;Tamil Nadu Generation and Distribution Corporation Ltd;800107
Tokyo Electric Power Company Holdings Inc (TEPCO);Tokyo Electric Power Company Holdings Inc (TEPCO);200323
Tokyo Gas Co Ltd;Tokyo Gas Co Ltd;100207
Tolaram Group Inc;Tolaram Group Inc;800111
Tolaram Group Inc ;MBH Power Ltd;800112
Tongkun Group Co Ltd;Tongkun Group Co Ltd;800246
Top Frontier Investment Holdings Inc;Top Frontier Investment Holdings Inc;800020
Top Frontier Investment Holdings Inc ;San Miguel Corporation;800076
Top Frontier Investment Holdings Inc ;San Miguel Global Power Holdings Corp;800019
Topline Business Development Corporation;Topline Business Development Corporation;200320
Tortoise Capital Advisors LLC;Tortoise Capital Advisors LLC;200385
TotalEnergies SE;TotalEnergies SE;100011
TotalEnergies SE ;East African Crude Oil Pipeline (EACOP) Ltd;200441
TotalEnergies SE ;Marsa LNG LLC;200681
Touchstone Exploration Inc;Touchstone Exploration Inc;100593
Tourmaline Oil Corp;Tourmaline Oil Corp;100074
Trading Construction Works Organization;Trading Construction Works Organization;800272
Trans-Kyrgyz Gas Pipeline Company Ltd;Trans-Kyrgyz Gas Pipeline Company Ltd;200389
Transnafta a.d. Pancevo;Transnafta a.d. Pancevo;200493
Transnet SOC Ltd;Transnet SOC Ltd;200129
Transportadora Gas del Norte SA (TGN);Transportadora Gas del Norte SA (TGN);200654
Transportadora Gas del Norte SA (TGN) ;Gasoducto Vicunas SAU;200655
Transportgas Srbija d.o.o. Novi Sad;Transportgas Srbija d.o.o. Novi Sad;200494
Tree Energy Solutions Belgium BV;Tree Energy Solutions Belgium BV;200433
Tree Energy Solutions Belgium BV ;Deutsche Grüngas- und Energieversorgung GmbH;200685
Tribune Resources LLC;Tribune Resources LLC;100474
Trinidad Petroleum Holdings Ltd;Trinidad Petroleum Holdings Ltd;101027
Trinidad Petroleum Holdings Ltd ;Heritage Petroleum Company Ltd;100707
Trinity Operating LLC;Trinity Operating LLC;100175
Triple Crown Resources LLC;Triple Crown Resources LLC;100413
Troubadour Operating LLC;Troubadour Operating LLC;100968
TRP Energy LLC;TRP Energy LLC;100832
Trung Nam Construction Investment JSC;Trung Nam Construction Investment JSC;801051
Truong Thanh Vietnam Group JSC (TTVN);Truong Thanh Vietnam Group JSC (TTVN);800029
Tug Hill Operating LLC;Tug Hill Operating LLC;100159
Tullow Oil plc;Tullow Oil plc;100190
Türkiye Petrolleri AO (TPAO);Türkiye Petrolleri AO (TPAO);100104
Turkmenenergo State Power Corporation;Turkmenenergo State Power Corporation;800994
Turkmengaz State Concern;Turkmengaz State Concern;100033
TXO Partners LP;TXO Partners LP;100959
Uganda National Oil Company Ltd (UNOC);Uganda National Oil Company Ltd (UNOC);100802
Uinta Wax Operating LLC;Uinta Wax Operating LLC;100398
Ukrzemresurs LLC;Ukrzemresurs LLC;101090
Ultrapar Participacoes SA;Ultrapar Participacoes SA;200290
Union CubaPetroleo (Cupet);Union CubaPetroleo (Cupet);100708
Union Energy & Systems Operations Malta Ltd;Union Energy & Systems Operations Malta Ltd;100969
Unit Corporation;Unit Corporation;100275
United Energy Group Ltd;United Energy Group Ltd;100171
United Enterprises & Company Ltd;United Enterprises & Company Ltd;800259
United Enterprises & Company Ltd ;United Power Generation & Distribution Company Ltd;800834
United Production Partners Inc;United Production Partners Inc;100278
UpCurve Energy LLC;UpCurve Energy LLC;100492
Urban Oil & Gas Group LLC;Urban Oil & Gas Group LLC;100372
Usina Termeletrica Norte Catarinense Ltda;Usina Termeletrica Norte Catarinense Ltda;800721
UTE GNA II Geracao de Energia SA;UTE GNA II Geracao de Energia SA;800799
Utica Resource Operating LLC;Utica Resource Operating LLC;100878
UTM Offshore Ltd;UTM Offshore Ltd;100638
UTM Offshore Ltd ;UTM FLNG Ltd;200657
Uzgeoneftegazdobycha AK;Uzgeoneftegazdobycha AK;100884
Valence Operating Company;Valence Operating Company;100669
Valeura Energy Inc;Valeura Energy Inc;100687
Vedanta Inc;Vedanta Inc;101056
Vedanta Inc ;Vedanta Resources Ltd;100161
Venice Energy Pty Ltd;Venice Energy Pty Ltd;200099
Venice Energy Pty Ltd ;Venice Regas Pty Ltd;200581
Venture Global LNG Inc;Venture Global LNG Inc;200005
Venture Global LNG Inc ;Venture Global CP Express LLC;200529
Venture Global LNG Inc ;Venture Global CP2 LNG LLC;200530
Venture Global LNG Inc ;Venture Global Delta Express LLC;200532
Venture Global LNG Inc ;Venture Global Delta LNG LLC;200531
Venture Global LNG Inc ;Venture Global Plaquemines LNG LLC;200528
Veolia Environnement SA;Veolia Environnement SA;801046
Verdad Resources LLC;Verdad Resources LLC;100469
Verdun Oil Company LLC;Verdun Oil Company LLC;100293
Veren Inc;Veren Inc;100136
Vermilion Energy Inc;Vermilion Energy Inc;100168
Vesta Energy Ltd;Vesta Energy Ltd;100461
Videocon Industries Ltd;Videocon Industries Ltd;100559
Vier Gas Holdings Sarl;Vier Gas Holdings Sarl;200571
Vier Gas Holdings Sarl ;Open Grid Europe GmbH;200225
Vier Gas Holdings Sarl ;Vier Gas Transport GmbH;200583
Vietnam Electricity Group (EVN);Vietnam Electricity Group (EVN);200316
Vietnam Electricity Group (EVN) ;Power Engineering Consulting JSC 2 (PECC2);200328
Vietnam Electricity Group (EVN) ;Power Generation Joint Stock Corporation 3 (EVNGENCO 3);800645
Vietnam National Petroleum Group (Petrolimex);Vietnam National Petroleum Group (Petrolimex);200081
Vietnam Oil and Gas Group (PetroVietnam);Vietnam Oil and Gas Group (PetroVietnam);100103
Vietnam Oil and Gas Group (PetroVietnam) ;PetroVietnam Exploration Production Corporation Ltd;101085
Vietnam Oil and Gas Group (PetroVietnam) ;Petrovietnam Gas Joint Stock Corporation (PV GAS);200450
Vietnam Oil and Gas Group (PetroVietnam) ;PetroVietnam Power Corporation - JSC;800647
Vietnam Oil and Gas Group (PetroVietnam) ;Son My LNG Terminal Co Ltd;200454
VinaCapital Group Ltd;VinaCapital Group Ltd;800104
Virtus Investment AD;Virtus Investment AD;800575
Viru Keemia Grupp AS;Viru Keemia Grupp AS;100828
Vision International Investment Company;Vision International Investment Company;800594
Vista Energy SAB de CV;Vista Energy SAB de CV;100330
Vital Energy Inc;Vital Energy Inc;100142
Vitol Holding II SA;Vitol Holding II SA;200246
Vitol Holding II SA ;Vencer Energy LLC;100955
Vitol Holding II SA ;VPI Holding Ltd;800946
Vitol Holding II SA ;VPI Immingham B Ltd;800717
Vitol Holding II SA ;VTX Energy Partners LLC;100926
Viva Energy Group Ltd;Viva Energy Group Ltd;200405
Viva Energy Group Ltd ;Viva Energy Gas Australia Pty Ltd;200582
Vivant Corporation;Vivant Corporation;800615
W&T Offshore Inc;W&T Offshore Inc;100235
Waldorf Energy Partners Ltd;Waldorf Energy Partners Ltd;101058
Waldorf Energy Partners Ltd ;Waldorf Production UK Plc;100774
Walter Oil & Gas Corporation;Walter Oil & Gas Corporation;100390
Wapiti Energy LLC;Wapiti Energy LLC;100765
Warwick Carbon Solutions Development Company LP;Warwick Carbon Solutions Development Company LP;800998
Warwick Carbon Solutions Development Company LP ;Broadwing Energy LLC;800999
Warwick Investment Group LLC;Warwick Investment Group LLC;100794
Waterford Finance and Investment Ltd;Waterford Finance and Investment Ltd;101095
Waterford Finance and Investment Ltd ;Jupiter Energy Ltd;101094
Waterous Energy Fund;Waterous Energy Fund;101052
Waterous Energy Fund ;Strathcona Resources Ltd;100378
WaveCrest Energy LLC;WaveCrest Energy LLC;200665
WaveCrest Energy LLC ;Teesside Flexible Regas Port Ltd;200666
WEC Energy Group Inc;WEC Energy Group Inc;800046
Weifang Guokong Development Group Co Ltd;Weifang Guokong Development Group Co Ltd;200704
Wellesley Petroleum AS;Wellesley Petroleum AS;100636
West African Energy;West African Energy;800383
Westbrick Energy Ltd;Westbrick Energy Ltd;100319
Western Gas Corporation Pty Ltd;Western Gas Corporation Pty Ltd;100622
Western LNG LLC;Western LNG LLC;200386
Westlawn Group LLC;Westlawn Group LLC;101002
White Rock Oil & Gas LLC;White Rock Oil & Gas LLC;100982
Whitecap Resources Inc;Whitecap Resources Inc;100206
WhiteWater Midstream LLC;WhiteWater Midstream LLC;200458
WhiteWater Midstream LLC ;Matterhorn Express Pipeline LLC;200679
Widad Business Group Sdn Bhd;Widad Business Group Sdn Bhd;800532
WildFire Energy I LLC;WildFire Energy I LLC;100848
Winnievision Power Ltd;Winnievision Power Ltd;800490
Wintershall Dea AG;Wintershall Dea AG;100044
Wolf Summit Energy LLC;Wolf Summit Energy LLC;800746
Woodside Energy Group Ltd;Woodside Energy Group Ltd;100083
WPPI Energy;WPPI Energy;801004
Wuxi Guolian Development (Group) Co Ltd;Wuxi Guolian Development (Group) Co Ltd;800778
Wuxi Guolian Development (Group) Co Ltd ;Wuxi Huaguang Environment & Energy Group Co Ltd;800103
Wuxi Public Utilities Industrial Group Co Ltd;Wuxi Public Utilities Industrial Group Co Ltd;800090
Xcel Energy Inc;Xcel Energy Inc;800140
Xcel Energy Inc ;Public Service Company of Colorado;800737
Xcel Energy Inc ;Southwestern Public Service Company;800736
XCL Resources LLC;XCL Resources LLC;100498
Xinjiang Altay Irtysh State-owned Assets Investment Management Co Ltd;Xinjiang Altay Irtysh State-owned Assets Investment Management Co Ltd;200703
Xinjiang Energy (Group) Co Ltd;Xinjiang Energy (Group) Co Ltd;100704
