name,country,potential_gtco2,fuel_type,id,gem_source,latitude,longitude,source_for_lat_long,operators,parent_company,companies,start_year,multiple_unit,world_region,status_cb,status_gem,status_lvl_1,status_lvl_2
Lublin Basin Silurian Shale,Poland,5.647084841,Oil&Gas,OG0001554|OG0001435|OG0001440|OG0001446|OG0001441|OG0001450|OG0001464|OG0001476|OG0001477|OG0001484|OG0001487|OG0001501|OG0001503|OG0001497|OG0001499|OG0001507|OG0001508|OG0001509|OG0001513|OG0001528|OG0001530|OG0001544|OG0001550|OG0001551|OG0001674|OG0001556|OG0001559|OG0001558|OG0001568|OG0001570|OG0001571|OG0001576|OG0001593|OG0001594|OG0001595|OG0001611|OG0001614|OG0001680|OG0001627|OG0001631|OG0001633|OG0001652|OG0001654|OG0001655|OG0001663|OG0001665|OG0001684,https://www.gem.wiki/Lubliniec-Cieszanów_Gas_Field_(Poland)|https://www.gem.wiki/Aleksandrówka_Gas_Field_(Poland)|https://www.gem.wiki/B_8_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Białogard_Gas_Field_(Poland)|https://www.gem.wiki/BMB_(Barnówko-Mostno-Buszewo)_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Borzęcin_Gas_Field_(Poland)|https://www.gem.wiki/Ciecierzyn_Gas_Field_(Poland)|https://www.gem.wiki/Dzieduszyce_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Dzików_Gas_Field_(Poland)|https://www.gem.wiki/Elżbieciny_Gas_Field_(Poland)|https://www.gem.wiki/Gajewo_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Góra_Gas_Field_(Poland)|https://www.gem.wiki/Górzyca_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Grochowice_Gas_Field_(Poland)|https://www.gem.wiki/Grotów_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_S_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_W_Gas_Field_(Poland)|https://www.gem.wiki/Jasionka_Gas_Field_(Poland)|https://www.gem.wiki/Karmin_Gas_Field_(Poland)|https://www.gem.wiki/Kielanówka-Rzeszów_Gas_Field_(Poland)|https://www.gem.wiki/Kuryłówka_Gas_Field_(Poland)|https://www.gem.wiki/Lisewo_Gas_Field_(Poland)|https://www.gem.wiki/Lubaczów_Gas_Field_(Poland)|https://www.gem.wiki/Łukowa_Gas_Field_(Poland)|https://www.gem.wiki/Mełgiew_A_i_Mełgiew_B_Gas_Field_(Poland)|https://www.gem.wiki/Międzychód_Gas_Field_(Poland)|https://www.gem.wiki/Mirocin_Gas_Field_(Poland)|https://www.gem.wiki/Młodasko_Gas_Field_(Poland)|https://www.gem.wiki/Naratów_Gas_Field_(Poland)|https://www.gem.wiki/Niechlów_Gas_Field_(Poland)|https://www.gem.wiki/Nowy_Tomyśl_Gas_Field_(Poland)|https://www.gem.wiki/Pruchnik-Pantalowice_Gas_Field_(Poland)|https://www.gem.wiki/Przemyśl_Gas_Field_(Poland)|https://www.gem.wiki/Przeworsk_Gas_Field_(Poland)|https://www.gem.wiki/Ruchocice_Gas_Field_(Poland)|https://www.gem.wiki/Rylowa_Gas_Field_(Poland)|https://www.gem.wiki/Środa_Wielkopolska_Gas_Field_(Poland)|https://www.gem.wiki/Szlichtyngowa_Gas_Field_(Poland)|https://www.gem.wiki/Tarnogród-Wola_Różaniecka_Gas_Field_(Poland)|https://www.gem.wiki/Tarnów_(miocen)_Gas_Field_(Poland)|https://www.gem.wiki/Winna_Góra_Gas_Field_(Poland)|https://www.gem.wiki/Wola_Obszańska_Gas_Field_(Poland)|https://www.gem.wiki/Wola_Rokietnicka_Gas_Field_(Poland)|https://www.gem.wiki/Zagorzyce_Gas_Field_(Poland)|https://www.gem.wiki/Zalesie_Gas_Field_(Poland)|https://www.gem.wiki/Żołynia-Leżajsk_Gas_Field_(Poland),52.215933,19.134422,Country CB,Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|LOTOS Petrobaltic|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) [51%]; Orlen Group [49%]|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG); FX Energy Poland sp. Z oo|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)|None|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG),None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (51.0%);PKN ORLEN (49.0%)|None (100.0%),None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (51.0%);PKN ORLEN (49.0%)|None (100.0%),No start year available,Lubliniec-Cieszanów|Aleksandrówka|B 8|Białogard|BMB (Barnówko-Mostno-Buszewo)|Borzęcin|Ciecierzyn|Dzieduszyce|Dzików|Elżbieciny|Gajewo|Góra|Górzyca|Grochowice|Grotów|Jabłonna|Jabłonna S|Jabłonna W|Jasionka|Karmin|Kielanówka-Rzeszów|Kuryłówka|Lisewo|Lubaczów|Łukowa|Mełgiew A i Mełgiew B|Międzychód|Mirocin|Młodasko|Naratów|Niechlów|Nowy Tomyśl|Pruchnik-Pantalowice|Przemyśl|Przeworsk|Ruchocice|Rylowa|Środa Wielkopolska|Szlichtyngowa|Tarnogród-Wola Różaniecka|Tarnów (miocen)|Winna Góra|Wola Obszańska|Wola Rokietnicka|Zagorzyce|Zalesie|Żołynia-Leżajsk,Europe,not started,operating,operating,operating
Lula (X-Tupi),Brazil,2.545775174,Oil&Gas,OG0000452,https://www.gem.wiki/Tupi_Oil_and_Gas_Field_(Brazil),-25.398,-42.839,GEM,Petrobras,Petrobras (40.2%);Petróleo Brasileiro S.A. (40.2%);Shell plc (13.8%);Galp Energia SGPS S.A. (5.5%);Pré-Sal Petróleo S.A. (0.3%),Petróleo Brasileiro SA – Petrobras (40.2%);Petróleo Brasileiro SA – Petrobras (40.2%);Shell PLC (13.8%);Galp Energia SGPS S.A. (5.5%);Pré-Sal Petróleo S.A. (0.3%),2010,Tupi,South America,operating,operating,operating,operating
MC #1 Coal Mine,United States,2.87756172,Coal,M1045,https://www.gem.wiki/Sugar_Camp_Mine,38.0264,-88.7679,GEM,M-Class Mining,Foresight Energy (100.0%),Foresight Energy (100.0%),2012,MC #1 Coal Mine,North America,operating,operating,operating,operating
MHU Coal Mine,Indonesia,1.07524368,Coal,M0682,https://www.gem.wiki/Multi_Harapan_Utama_coal_mine,-0.534905,117.032835,GEM,Multi Harapan Utama,Private Resources Limited (100.0%),Private Resources Limited (100.0%),1986,MHU Coal Mine,Asia,operating,operating,operating,operating
MZLNG Joint Development (T1-T2),Mozambique,1.310175723,Oil&Gas,No informations available on GEM,No informations available on GEM,-14.1,40.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Africa,not started,None,not started,not started
Madaotou Coal Mine,China,1.8353013,Coal,M0286,https://www.gem.wiki/Madaotou_coal_mine,39.840587,112.655069,GEM,Datong Coal Mine Group Madaotou Coal Industry Company,Jinneng Group (100.0%),Jinneng Holding Group Co Ltd (100.0%),No start year available,Madaotou Coal Mine,Asia,not started,operating,operating,operating
Majialiang Coal Mine,China,3.17044332,Coal,M0287,https://www.gem.wiki/Majialiang_Coal_Mine,39.179446,112.420825,GEM,Datong Coal Mining Group Xuangang Coal and Electricity,Jinneng Holding Group (88.0%);Others (12.0%),Jinneng Holding Group Co Ltd (88.0%);Others (12.0%),2016,Majialiang Coal Mine,Asia,operating,operating,operating,operating
Majnoon,Iraq,2.468342318,Oil&Gas,OG0011987,https://www.gem.wiki/Majnoon_Oil_Field_(Iraq),31.224,47.563,GEM,Basra Oil Company,Basra Oil Company (100.0%),Basra Oil Company (100.0%),No start year available,Majnoon,Asia,operating,operating,operating,operating
Mandakini B,India,1.31316,Coal,M1256,https://www.gem.wiki/Mandakini_B_coal_mine,21.071001,84.934995,GEM,National Thermal Power Corporation,National Thermal Power Corporation (100.0%),National Thermal Power Corporation (100.0%),No start year available,Mandakini–B Coal Mine,Asia,not started,proposed,proposed,not started
Manifa (redevelop),Saudi Arabia,5.000284718,Oil&Gas,OG0014121,https://www.gem.wiki/Manifa_Oil_Field_(Saudi_Arabia),27.7159,48.9834,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1966,Manifa,Asia,operating,operating,operating,operating
Mansouri Bangestan,Iran,1.045838888,Oil&Gas,OG0012183,https://www.gem.wiki/Mansouri_Oil_Field_(Iran),30.9289,48.828,GEM,National Iranian South Oil Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),1973,Mansouri,Asia,operating,operating,operating,operating
Marcellus Shale,United States,26.71441286,Oil&Gas,OG0015104|OG0015858|OG0016039|OG0016282|OG0015940|OG0015258|OG0015256|OG0016830|OG0016344|OG0015099|OG0015102|OG0015248|OG0014216|OG0014285|OG0014607|OG0015329|OG0015155|OG0015472|OG0015328|OG0014720|OG0015791|OG0015136|OG0015485|OG0014719|OG0015107|OG0014606|OG0014347|OG0014605|OG0016056|OG0016338|OG0015109|OG0015108|OG0015103|OG0015327|OG0015105|OG0016346|OG0016481|OG0014346|OG0014604|OG0016342,"https://www.gem.wiki/Allegheny_County_-_EQT_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Allegheny_County_-_Olympus_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Allegheny_County_-_Range_Oil_and_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Armstrong_County_-_Snyder_Bros_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Beaver_County_-_Pennenergy_Oil_and_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Belmont_County_-_Gulfport_Oil_and_Gas_Asset_(Ohio,_United_States)|https://www.gem.wiki/Belmont_County_-_Gulfport_Apalachia_Oil_and_Gas_Asset_(Ohio,_United_States)|https://www.gem.wiki/Belmont_County_-_XTO_Oil_and_Gas_Asset_(Ohio,_United_States)|https://www.gem.wiki/Brooke_County_-_SWN_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Fayette_County_-_EQT_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Greene_County_-_EQT_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Greene_County_-_Greylock_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Harrison_County_-_Antero_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Harrison_County_-_Arsenal_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Harrison_County_-_Chesapeake_Oil_and_Gas_Asset_(Ohio,_United_States)|https://www.gem.wiki/Harrison_County_-_HG_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Lycoming_County_-_Exco_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Lycoming_County_-_Inflection_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Marshall_County_-_HG_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Monongalia_County_-_CNX_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Monongalia_County_-_Northeast_Natural_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Monroe_County_-_Equinor_Oil_and_Gas_Asset_(Ohio,_United_States)|https://www.gem.wiki/Pleasants_County_-_Jay-Bee_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Ritchie_County_-_CNX_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Ritchie_County_-_EQT_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Sullivan_County_-_Chesapeake_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Susquehanna_County_-_BKV_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Susquehanna_County_-_Chesapeake_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Susquehanna_County_-_Repsol_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Susquehanna_County_-_SWN_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Taylor_County_-_EQT_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Tyler_County_-_EQT_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Washington_County_-_EQT_Oil_and_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Washington_County_-_HG_Oil_and_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Wetzel_County_-_EQT_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Wetzel_County_-_SWN_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Wetzel_County_-_Tribune_Oil_and_Gas_Asset_(West_Virginia,_United_States)|https://www.gem.wiki/Wyoming_County_-_BKV_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Wyoming_County_-_Chesapeake_Gas_Asset_(Pennsylvania,_United_States)|https://www.gem.wiki/Wyoming_County_-_SWN_Gas_Asset_(Pennsylvania,_United_States)",40.22485633,-79.91241587,GEM,EQT Production Co.|Olympus Energy|Range Resources Appalachia|Snyder Bros|Pennenergy Resources|Gulfport Energy|Gulfport Apalachia|XTO Energy|SWN Production Co.|EQT Production Co.|EQT Production Co.|Greylock Production|Antero Resources|Arsenal Resources|Chesapeake Operating|HG Energy|Exco Resources|Inflection Energy|HG Energy|CNX Gas Co.|Northeast Natural Energy|Equinor Energy|Jay-Bee Oil & Gas|CNX Gas Co.|EQT Production Co.|Chesapeake Operating|BKV Operations|Chesapeake Operating|Repsol Oil & Gas|SWN Production Co.|EQT Production Co.|EQT Production Co.|EQT Production Co.|HG Energy|EQT Production Co.|SWN Production Co.|Tribune Resources|BKV Operations|Chesapeake Operating|SWN Production Co.,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),EQT Corp (100.0%)|Olympus Energy (100.0%)|Range Resources Appalachia (100.0%)|Snyder Bros (100.0%)|Pennenergy Resources (100.0%)|Gulfport Energy Corp (100.0%)|Gulfport Energy Corp (100.0%)|Exxon Mobil Corp (100.0%)|Southwestern Energy Co (100.0%)|EQT Corp (100.0%)|EQT Corp (100.0%)|Greylock Production (100.0%)|Antero Resources Corp (100.0%)|Arsenal Resources (100.0%)|Chesapeake Operating (100.0%)|HG Energy (100.0%)|EXCO Resources Inc (100.0%)|Inflection Energy (100.0%)|HG Energy (100.0%)|CNX Gas Co. (100.0%)|Northeast Natural Energy LLC (100.0%)|Equinor ASA (100.0%)|Jay-Bee Oil & Gas (100.0%)|CNX Gas Co. (100.0%)|EQT Corp (100.0%)|Chesapeake Operating (100.0%)|BKV Operations (100.0%)|Chesapeake Operating (100.0%)|Repsol SA (100.0%)|Southwestern Energy Co (100.0%)|EQT Corp (100.0%)|EQT Corp (100.0%)|EQT Corp (100.0%)|HG Energy (100.0%)|EQT Corp (100.0%)|Southwestern Energy Co (100.0%)|Tribune Resources (100.0%)|BKV Operations (100.0%)|Chesapeake Operating (100.0%)|Southwestern Energy Co (100.0%),No start year available,Allegheny County - EQT|Allegheny County - Olympus|Allegheny County - Range|Armstrong County - Snyder Bros|Beaver County - Pennenergy|Belmont County - Gulfport|Belmont County - Gulfport Apalachia|Belmont County - XTO|Brooke County - SWN|Fayette County - EQT|Greene County - EQT|Greene County - Greylock|Harrison County - Antero|Harrison County - Arsenal|Harrison County - Chesapeake|Harrison County - HG|Lycoming County - Exco|Lycoming County - Inflection|Marshall County - HG|Monongalia County - CNX|Monongalia County - Northeast Natural|Monroe County - Equinor|Pleasants County - Jay-Bee|Ritchie County - CNX|Ritchie County - EQT|Sullivan County - Chesapeake|Susquehanna County - BKV|Susquehanna County - Chesapeake|Susquehanna County - Repsol|Susquehanna County - SWN|Taylor County - EQT|Tyler County - EQT|Washington County - EQT|Washington County - HG|Wetzel County - EQT|Wetzel County - SWN|Wetzel County - Tribune|Wyoming County - BKV|Wyoming County - Chesapeake|Wyoming County - SWN,North America,operating,operating,operating,operating
Maritsa Coal Mines,Bulgaria,2.5191824,Coal,M3703|M3702,https://www.gem.wiki/Troyanovo-North_Coal_Mine|https://www.gem.wiki/Troyanovo_1_Coal_Mine,42.2737,26.0138,GEM,Mini Maritsa Iztok EAD|Mini Maritsa Iztok EAD,Bulgarian Energy Holding (100.0%)|Bulgarian Energy Holding (100.0%),Bulgarian Energy Holding EAD (100.0%)|Bulgarian Energy Holding EAD (100.0%),1964,Troyanovo-North Coal Mine|Troyanovo 1 Coal Mine,Europe,operating,operating,operating,operating
Marjan,Saudi Arabia,1.889926075,Oil&Gas,OG0014120,https://www.gem.wiki/Marjan_Oil_Field_(Saudi_Arabia),28.4389,49.6746,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1973,Marjan,Asia,operating,operating,operating,operating
Marun,Iran,2.408543885,Oil&Gas,OG0012163,https://www.gem.wiki/Marun_Oil_Field_(Iran),31.1217,49.3097,GEM,Marun Oil and Gas Production Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),1965,Marun,Asia,operating,operating,operating,operating
Meihuajing Coal Mine,China,3.49749444,Coal,M0291,https://www.gem.wiki/Meihuajing_Coal_Mine,38.096785,106.718029,GEM,China Energy Group Ningxia Coal Industry Company,China Energy (51.0%);Ningxia State-Owned Capital Operation Group (49.0%),China Energy Investment Corp Ltd (51.0%);Ningxia State-Owned Capital Operation Group (49.0%),2009,Meihuajing Coal Mine,Asia,operating,operating,operating,operating
Mengcun Coal Mine,China,1.363070966,Coal,M0292,https://www.gem.wiki/Mengcun_Coal_Mine,35.146834,107.933183,GEM,Shaanxi Binchang Mengcun Mining Group,Shaanxi Coal and Chemical Industry Group (45.0%);China Development Bank (6.0%);Others (49.0%),Shaanxi Coal and Chemical Industry Group Co Ltd (45.0%);China Development Bank (6.0%);Others (49.0%),2022,Mengcun Coal Mine,Asia,not started,operating,operating,operating
Menilite Shale,Ukraine,1.666673391,Oil&Gas,No informations available on GEM,No informations available on GEM,50.4,31.3,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Europe,not started,None,not started,not started
Menkeqing Coal Mine,China,3.685914936,Coal,M0293,https://www.gem.wiki/Menkeqing_mine,38.901778,109.538887,GEM,Zhongtian Hechuang Energy Company,China Coal (38.0%);Sinopec (38.0%);Shenergy (13.0%);Manshi Group (10.0%);Others (1.0%),China Coal Xinji Energy Co Ltd (38.0%);China Petrochemical Corporation (Sinopec Group) (38.0%);Shenergy Group Co Ltd (13.0%);Manshi Group (10.0%);Others (1.0%),2016,Menkeqing Coal Mine,Asia,operating,operating,operating,operating
Meramec Shale,United States,2.439577611,Oil&Gas,OG0016507|OG0016509|OG0016786|OG0016511|OG0016508|OG0016161|OG0016160|OG0016800,"https://www.gem.wiki/Buffalo_Wallow_(Granite_Wash)_-_Unit_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Hemphill_(Granite_Wash.)_-_Unit_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Lipscomb_(Cleveland)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Mathers_Ranch_(Morrow,_Up)_-_Unit_Petroleum_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Mendota,_Nw._(Granite_Wash)_-_Unit_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Mills_Ranch_(Des_Moines)_-_Sanguine_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Mills_Ranch_(Granite_Wash_Cons.)_-_Sanguine_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Panhandle_Gray_County_Field_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)",39.0,-91.1,Manual,Unit Petroleum Company|Unit Petroleum Company|XTO Energy|Unit Petroleum Company|Unit Petroleum Company|Sanguine Gas Exploration|Sanguine Gas Exploration|XTO Energy,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),Unit Corp (100.0%)|Unit Corp (100.0%)|Exxon Mobil Corp (100.0%)|Unit Corp (100.0%)|Unit Corp (100.0%)|Sanguine Gas Exploration (100.0%)|Sanguine Gas Exploration (100.0%)|Exxon Mobil Corp (100.0%),No start year available,"Buffalo Wallow (Granite Wash) - Unit Petroleum|Hemphill (Granite Wash.) - Unit Petroleum|Lipscomb (Cleveland) - XTO|Mathers Ranch (Morrow, Up) - Unit Petroleum|Mendota, Nw. (Granite Wash) - Unit Petroleum|Mills Ranch (Des Moines) - Sanguine|Mills Ranch (Granite Wash Cons.) - Sanguine|Panhandle Gray County Field - XTO",North America,operating,operating,operating,operating
