Bank,Company,2016,2017,2018,2019,2020,2021,2022,Grand Total
Citi,Geopark Ltd,0,0,0,0,175000000,0,0,175000000.0
Citi,Exxaro Resources Ltd,307276058,0,0,0,0,0,0,307276058.0
Citi,Exxon Mobil Corp,3233333000,0,833333333,2650000000,7502786665,1111111111,0,15330564109.0
Citi,Equinor ASA,0,0,0,250000000,1250000000,298899359,0,1798899359.0
Citi,Eni SpA,0,113156786,282857002,140000000,618259581,781114172,184523809,2119911350.0
Citi,Endeavor Energy Resources LP,0,125000000,250000000,196428571,85714286,0,150000000,807142857.0
Citi,EQT Corp,0,923623067,0,0,209434982,192695611,344444444,1670198104.0
Citi,EOG Resources Inc,100000000,0,0,285714286,214285714,0,0,600000000.0
Citi,EN+ Group International PJSC,0,32663482,2255183,0,0,0,0,34918665.0
Citi,Discovery Natural Resources LLC,0,0,175500000,10125000,0,0,0,185625000.0
Citi,Evraz PLC,0,358145,0,319469,0,0,0,677614.0
Citi,Devon Energy Corp,139466250,107661196,490476190,514285715,175000000,135714285,7142857,1569746493.0
Citi,Continental Resources Inc/OK,0,166666667,0,0,166666667,145454540,28333333,507121207.0
Citi,ConocoPhillips,375000000,599999997,600000000,0,0,0,813636364,2388636361.0
Commerzbank,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Commerzbank,Repsol SA,0,0,0,0,0,113365881,0,113365881.0
Commerzbank,Wintershall Dea GmbH,0,0,0,0,0,291967200,0,291967200.0
Commerzbank,OMV AG,0,220943580,177293294,143968993,264329333,0,0,806535200.0
Commerzbank,TotalEnergies SE,0,0,118360000,0,0,0,0,118360000.0
Commerzbank,Mitsubishi Corp,0,0,0,0,0,22675740,0,22675740.0
Commerzbank,Shell PLC,0,47690190,0,0,0,0,0,47690190.0
Commerzbank,Inpex Corp,0,230769230,0,0,0,0,0,230769230.0
Commerzbank,Glencore PLC,39741920,45843750,66119985,152216093,154693338,50166508,46412903,555194497.0
Commerzbank,Gazprom PJSC,152698629,0,0,251956043,0,0,0,404654673.0
Commerzbank,EN+ Group International PJSC,0,8968092,0,0,0,0,0,8968092.0
Commerzbank,BP PLC,0,263984309,441769159,471854866,375234014,138808353,0,1691650701.0
Commerzbank,Kinder Morgan Inc,0,0,0,0,125000000,83333333,0,208333333.0
Commonwealth Bank,Inpex Corp,0,0,0,0,1050875000,0,0,1050875000.0
Commonwealth Bank,Glencore PLC,39741920,45843750,66119985,111677419,154693338,0,46412903,464489315.0
Commonwealth Bank,State Grid Corp of China,38999123,75434672,53157767,0,28838181,0,0,196429743.0
Commonwealth Bank,CLP Holdings Ltd,0,0,120892427,0,0,95505443,0,216397869.0
Commonwealth Bank,Aker BP ASA,455454700,0,0,0,0,0,0,455454700.0
Commonwealth Bank,China Petrochemical Corporation (Sinopec Group),0,270833333,0,133333334,0,0,0,404166667.0
Credit Suisse,QatarEnergy,0,0,0,0,0,944444445,0,944444445.0
Credit Suisse,Korea Gas Corporation (KOGAS),149999997,0,0,0,0,0,0,149999997.0
Credit Suisse,Magnolia Oil & Gas Corp,0,162500000,133333333,0,0,102637500,0,398470833.0
Credit Suisse,Ovintiv Inc,842635000,0,0,0,0,0,0,842635000.0
Credit Suisse,PPL Corp,131625000,0,81000000,0,162000000,0,0,374625000.0
Credit Suisse,Pampa Energia SA,0,0,0,69997500,0,0,0,69997500.0
Credit Suisse,Peabody Energy Corp,0,1223961680,80000000,0,0,0,0,1303961680.0
Credit Suisse,Kinder Morgan Inc,153846154,0,409090909,0,125000000,371666667,291666667,1351270397.0
Credit Suisse,Petróleo Brasileiro SA – Petrobras,0,0,0,0,596266121,0,0,596266121.0
Credit Suisse,Petróleos Mexicanos (PEMEX),91615500,0,0,0,0,0,0,91615500.0
Credit Suisse,Pioneer Natural Resources Co,1099718357,1312005833,0,0,530625000,93750000,0,3036099190.0
Credit Suisse,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Credit Suisse,Shell PLC,0,0,0,388000000,0,0,0,388000000.0
Credit Suisse,Repsol SA,0,0,0,0,0,113365881,0,113365881.0
Credit Suisse,Saudi Arabian Oil Company (Saudi Aramco),250000000,0,0,1177632384,0,0,0,1427632384.0
Credit Suisse,YPF SA,439546455,788812500,0,0,0,0,0,1228358955.0
Credit Suisse,Shanghai Electric Holding Group Co Ltd,0,0,0,0,0,10230600,0,10230600.0
Credit Suisse,Southwestern Energy Co,257140000,0,92455954,0,0,116162613,0,465758567.0
Credit Suisse,State Grid Corp of China,0,141032512,78708624,0,0,0,0,219741136.0
Credit Suisse,State Power Investment Corp (SPIC),97656855,0,50934519,0,0,0,0,148591374.0
Credit Suisse,Tellurian Inc,0,115000000,118800000,0,0,0,0,233800000.0
Credit Suisse,Titan Infra Energy PT,0,0,0,135000000,0,0,0,135000000.0
Credit Suisse,TotalEnergies SE,762444375,0,97622634,198838847,341250503,0,0,1400156359.0
Credit Suisse,Huayang New Material Technology Group Co Ltd,0,0,217896970,0,0,0,0,217896970.0
Credit Suisse,Range Resources Corp,0,0,0,0,42857143,75000000,0,117857143.0
Credit Suisse,HighPeak Energy Inc,0,0,0,0,0,0,450000000,450000000.0
Credit Suisse,Chesapeake Energy Corp,0,106000000,54285700,0,60000000,163247226,0,383532926.0
Credit Suisse,Glencore PLC,60704984,86804280,79370138,214534871,185513154,15423565,46412903,688763894.0
Credit Suisse,Gulfport Energy Corp,1042429566,75000000,0,0,0,0,0,1117429566.0
Credit Suisse,APA Corp,0,0,111111111,0,0,0,0,111111111.0
Credit Suisse,Adani Group,74565309,22556391,0,49809160,21531100,0,0,168461960.0
Credit Suisse,Antero Resources Corp,423937500,0,0,0,35714286,0,0,459651786.0
Credit Suisse,Ascent Resources LLC,0,500000000,362500000,333333333,33333333,40000000,0,1269166666.0
Credit Suisse,BP PLC,683359666,596524774,554166984,475000000,0,0,319729142,2628780565.0
Credit Suisse,CNX Resources Corp,0,0,732142857,675000000,69000000,33333333,45454545,1554930735.0
Credit Suisse,Callon Petroleum Co,416712167,0,0,0,0,81250000,42857143,540819310.0
Credit Suisse,Chevron Corp,0,112629612,0,0,0,0,0,112629612.0
Credit Suisse,China Huadian Corp Ltd,0,26933806,171984028,0,0,0,0,198917834.0
Credit Suisse,China Huaneng Group Co Ltd,165000000,0,0,0,90785206,0,0,255785206.0
Credit Suisse,Arch Resources Inc,0,85607143,42571429,0,0,0,0,128178572.0
Credit Suisse,Comstock Resources Inc,0,87500000,0,0,0,0,0,87500000.0
Credit Suisse,China National Offshore Oil Corp (CNOOC),0,0,145000000,0,0,0,0,145000000.0
Credit Suisse,Geopark Ltd,0,212500000,0,0,0,50000000,0,262500000.0
Credit Suisse,Gazprom PJSC,0,0,0,0,0,136103750,0,136103750.0
Credit Suisse,Endeavor Energy Resources LP,0,125000000,0,0,0,0,0,125000000.0
Credit Suisse,Earthstone Energy Inc,0,10406250,0,0,0,0,0,10406250.0
Credit Suisse,Evraz PLC,0,0,0,319469,0,0,0,319469.0
Credit Suisse,EN+ Group International PJSC,0,32663482,2255183,0,0,0,0,34918665.0
Credit Suisse,Diamondback Energy Inc,1376082657,565784000,157500000,1013316667,0,314285715,92857143,3519826182.0
Credit Suisse,Devon Energy Corp,139466250,86232625,0,0,0,0,0,225698875.0
Credit Suisse,ConocoPhillips,451605000,0,600000000,0,0,0,813636364,1865241364.0
Credit Suisse,EQT Corp,404512500,299325584,0,0,209434982,76923076,66666666,1056862808.0
Crédit Agricole,Korea Gas Corporation (KOGAS),0,0,0,0,0,100000000,0,100000000.0
Crédit Agricole,POSCO Holdings Inc,0,21104232,0,21162450,0,0,0,42266681.0
Crédit Agricole,Kuwait Petroleum Corp,0,0,0,142857143,0,0,0,142857143.0
Crédit Agricole,Legacy Reserves Inc,0,0,0,187500000,0,0,0,187500000.0
Crédit Agricole,Mitsui & Co Ltd,0,0,379794420,294000000,273000000,262500000,262500000,1471794420.0
Crédit Agricole,OMV AG,0,220943580,389650086,0,1326400428,0,0,1936994094.0
Crédit Agricole,Pertamina Persero PT,0,0,0,0,590000000,271428571,277777777,1139206348.0
Crédit Agricole,Southwestern Energy Co,0,143750000,0,0,0,109090909,0,252840909.0
Crédit Agricole,Petróleos Mexicanos (PEMEX),696296000,1023172590,0,975000001,0,0,0,2694468591.0
Crédit Agricole,Repsol SA,0,0,0,0,123600262,113365881,0,236966143.0
Crédit Agricole,Saudi Arabian Oil Company (Saudi Aramco),250000000,714285714,250000000,1427632384,1833333333,1428571428,740563741,6644386600.0
Crédit Agricole,Shell PLC,0,0,0,388000000,0,0,0,388000000.0
Crédit Agricole,State Grid Corp of China,0,0,0,0,0,38201956,0,38201956.0
Crédit Agricole,TotalEnergies SE,875777708,0,553561284,1032069062,3946839092,409208870,2640000000,9457456016.0
Crédit Agricole,Inpex Corp,0,455769230,0,0,1050875000,0,380000000,1886644230.0
Crédit Agricole,Petróleo Brasileiro SA – Petrobras,0,259999995,1372809081,629394813,0,459525710,0,2721729598.0
Crédit Agricole,ITOCHU Corp,0,44166668,0,0,0,0,0,44166668.0
Crédit Agricole,Kinder Morgan Inc,0,0,0,0,125000000,80000000,150000000,355000000.0
Crédit Agricole,Gazprom PJSC,0,169712702,0,131944444,643367500,0,0,945024645.0
Crédit Agricole,Glencore PLC,39741920,45843750,66119985,197221383,154693338,72833175,46412903,622866454.0
Crédit Agricole,Antero Resources Corp,0,0,0,0,83333333,185714285,0,269047618.0
Crédit Agricole,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Crédit Agricole,BP PLC,631493091,263984309,441769159,471854866,1621598914,0,319729142,3750429481.0
Crédit Agricole,CLP Holdings Ltd,40614197,76015943,0,63692480,125325606,58838731,0,364486957.0
Crédit Agricole,Callon Petroleum Co,0,20833333,0,0,0,0,0,20833333.0
Crédit Agricole,Chesapeake Energy Corp,0,250000000,333333333,0,0,0,0,583333333.0
Crédit Agricole,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
Crédit Agricole,Aker BP ASA,0,0,0,0,208333333,117647059,0,325980392.0
Crédit Agricole,Comstock Resources Inc,0,0,0,0,0,64333333,0,64333333.0
Crédit Agricole,ConocoPhillips,375000000,0,0,0,0,0,0,375000000.0
Crédit Agricole,Devon Energy Corp,0,0,0,85714286,0,0,0,85714286.0
Crédit Agricole,EN+ Group International PJSC,0,11257970,0,7359110,0,0,0,18617080.0
Crédit Agricole,Eni SpA,284547500,555843200,0,0,355043943,663007957,1973944207,3832386807.0
Crédit Agricole,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
Crédit Agricole,China Petrochemical Corporation (Sinopec Group),90000000,0,133333400,142857143,0,0,0,366190543.0
DZ Bank,Indian Oil Corp Ltd,0,74969846,0,0,0,0,0,74969846.0
DZ Bank,OMV AG,0,0,389650086,79440987,125689355,0,0,594780428.0
DZ Bank,RWE AG,0,0,0,165629642,0,0,0,165629642.0
DZ Bank,TotalEnergies SE,0,75000000,0,0,0,0,0,75000000.0
Danske Bank,Aker BP ASA,455454700,29975794,0,363636364,454545454,430887393,0,1734499705.0
Deutsche Bank,Lu'an Chemical Group Co Ltd,0,0,0,54213986,0,0,0,54213986.0
Deutsche Bank,Kinder Morgan Inc,153846154,0,0,0,0,0,0,153846154.0
Deutsche Bank,Magnolia Oil & Gas Corp,0,162500000,133333333,0,0,0,0,295833333.0
Deutsche Bank,Mubadala Investment Co PJSC,0,0,0,316166667,0,0,0,316166667.0
Deutsche Bank,Murray Metallurgical Coal Holdings LLC,0,344375000,867788160,0,0,0,0,1212163160.0
Deutsche Bank,TotalEnergies SE,701456250,279909029,137700611,0,691823895,0,280385325,2091275110.0
Deutsche Bank,Occidental Petroleum Corp,428571428,0,0,0,0,0,0,428571428.0
Deutsche Bank,Pampa Energia SA,512250527,349987500,0,0,0,0,0,862238027.0
Deutsche Bank,Peabody Energy Corp,0,0,80000000,108000000,0,0,0,188000000.0
Deutsche Bank,Pertamina Persero PT,0,0,150000000,375000000,0,0,0,525000000.0
Deutsche Bank,Petróleo Brasileiro SA – Petrobras,0,0,0,0,132857143,0,0,132857143.0
Deutsche Bank,State Power Investment Corp (SPIC),0,65389785,0,0,0,0,0,65389785.0
Deutsche Bank,Pioneer Natural Resources Co,237726500,0,0,0,0,0,0,237726500.0
Deutsche Bank,QatarEnergy,0,0,0,0,0,1744444445,0,1744444445.0
Deutsche Bank,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Deutsche Bank,Repsol SA,0,0,0,0,133820188,88661016,0,222481204.0
Deutsche Bank,Saudi Arabian Oil Company (Saudi Aramco),344444444,0,0,1177632384,0,0,0,1522076828.0
Deutsche Bank,Shandong Energy Co Ltd,0,304956865,224833970,0,52328345,43955810,0,626074989.0
Deutsche Bank,Shanxi Coking Coal Group Co Ltd,0,121847274,0,0,0,0,0,121847274.0
Deutsche Bank,Shell PLC,3148358749,0,0,388000000,500000000,0,0,4036358749.0
Deutsche Bank,State Grid Corp of China,0,141032512,78708624,0,86431043,38201956,0,344374135.0
Deutsche Bank,Teck Resources Ltd,53822917,0,0,0,0,0,0,53822917.0
Deutsche Bank,Jinneng Holding Group Co Ltd,0,0,0,0,47397486,127947984,96196488,271541958.0
Deutsche Bank,Petróleos Mexicanos (PEMEX),496296000,1084767525,744200100,0,0,0,0,2325263625.0
Deutsche Bank,Indika Energy Tbk PT,0,0,0,0,222304767,0,0,222304767.0
Deutsche Bank,NTPC Ltd,263658189,0,0,0,0,0,0,263658189.0
Deutsche Bank,Hilcorp Energy Co,0,438015331,0,0,0,0,0,438015331.0
Deutsche Bank,Huayang New Material Technology Group Co Ltd,0,0,217896970,0,0,0,0,217896970.0
Deutsche Bank,Adani Group,0,0,0,145579923,72280875,12179946,0,230040744.0
Deutsche Bank,Aker BP ASA,455454700,36363636,50000000,0,0,133333334,0,675151670.0
Deutsche Bank,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Deutsche Bank,BP PLC,312245396,489412395,0,473570567,241230051,314768876,0,1831227285.0
Deutsche Bank,Bayan Resources Tbk PT,0,0,0,0,200000000,0,0,200000000.0
Deutsche Bank,Chevron Corp,32343750,0,0,0,0,0,0,32343750.0
Deutsche Bank,China National Petroleum Corporation (CNPC),0,174336000,0,0,0,0,0,174336000.0
Deutsche Bank,China Petrochemical Corporation (Sinopec Group),0,0,158163000,0,0,0,0,158163000.0
Deutsche Bank,Comstock Resources Inc,213750000,97857142,0,0,0,0,0,311607142.0
Deutsche Bank,ConocoPhillips,375000000,0,0,0,0,0,0,375000000.0
Deutsche Bank,Delek Group Ltd,0,0,0,0,0,78066208,0,78066208.0
Deutsche Bank,Chesapeake Energy Corp,250000000,212500000,0,0,0,0,0,462500000.0
Deutsche Bank,EQT Corp,0,299325584,0,0,0,0,0,299325584.0
Deutsche Bank,Diamondback Energy Inc,295262500,279761904,0,0,0,0,0,575024404.0
Deutsche Bank,Glencore PLC,39741920,86804280,79370138,139222820,254210713,69601013,46412903,715363787.0
Deutsche Bank,Gazprom PJSC,277081515,546415962,177408433,0,0,0,0,1000905911.0
Deutsche Bank,Galp Energia SGPS SA,0,115601370,0,0,0,0,0,115601370.0
Deutsche Bank,Exxon Mobil Corp,0,0,0,0,1886120000,1111111111,0,2997231111.0
Deutsche Bank,Hebei Construction & Investment Group Co Ltd,0,0,0,0,18618370,0,221020840,239639210.0
Deutsche Bank,Evraz PLC,0,358145,0,0,0,0,0,358145.0
Deutsche Bank,Equinor ASA,333003000,0,0,0,0,298899359,0,631902359.0
Deutsche Bank,Eni SpA,280875000,156343200,0,0,0,0,0,437218200.0
Deutsche Bank,Electricity Generating PCL,0,0,0,0,0,0,104003338,104003338.0
Deutsche Bank,Exxaro Resources Ltd,0,59119624,0,0,0,0,0,59119624.0
Goldman Sachs,Peabody Energy Corp,0,870041667,80000000,0,0,0,160000000,1110041667.0
Goldman Sachs,PPL Corp,0,101250000,0,81000000,95815322,0,0,278065322.0
Goldman Sachs,POSCO Holdings Inc,44518916,0,0,0,0,0,0,44518916.0
Goldman Sachs,Ovintiv Inc,267375000,0,0,0,0,0,0,267375000.0
Goldman Sachs,OMV AG,46642052,34802811,0,0,0,0,0,81444863.0
Goldman Sachs,Nippon Steel Corp,9491203,12856480,0,0,0,265325920,0,287673603.0
Goldman Sachs,Murphy Oil Corp,68750000,68750000,0,0,0,0,0,137500000.0
Goldman Sachs,Murray Metallurgical Coal Holdings LLC,175000000,344375000,867788160,0,0,0,0,1387163160.0
Goldman Sachs,Mitsubishi Corp,0,0,0,0,0,85972237,0,85972237.0
Goldman Sachs,Marathon Oil Corp,318910000,0,0,0,0,0,100000000,418910000.0
Goldman Sachs,Magnolia Oil & Gas Corp,0,162500000,0,0,0,0,0,162500000.0
Goldman Sachs,National Fuel Gas Co,0,0,0,0,43153750,0,0,43153750.0
Goldman Sachs,Petróleo Brasileiro SA – Petrobras,0,0,0,484149856,596266121,196939590,0,1277355567.0
Goldman Sachs,Teck Resources Ltd,53822917,0,0,0,160177000,0,0,213999917.0
Goldman Sachs,Pioneer Natural Resources Co,33341857,78995500,0,0,384791667,854527777,0,1351656801.0
Goldman Sachs,QatarEnergy,0,0,0,0,0,1744444445,0,1744444445.0
Goldman Sachs,RWE AG,0,0,0,165629642,604040344,0,0,769669986.0
Goldman Sachs,Repsol SA,0,54479000,0,92681667,289714698,202026897,0,638902262.0
Goldman Sachs,SM Energy Co,0,0,0,0,0,80000000,0,80000000.0
Goldman Sachs,Saudi Arabian Oil Company (Saudi Aramco),0,0,0,3177632384,533333333,214285714,0,3925251431.0
Goldman Sachs,Shandong Energy Co Ltd,0,73259684,36629842,63201013,26639885,0,0,199730423.0
Goldman Sachs,Shanghai Electric Holding Group Co Ltd,76022500,0,0,0,0,0,0,76022500.0
Goldman Sachs,Shell PLC,1583333333,0,0,2218085000,0,0,0,3801418333.0
Goldman Sachs,Southwestern Energy Co,32812500,0,92455954,0,61478175,116162613,0,302909242.0
Goldman Sachs,State Grid Corp of China,150085052,141032512,78708624,0,86431043,38201956,0,494459187.0
Goldman Sachs,TotalEnergies SE,762444375,0,161482294,530368426,341250503,409208870,0,2204754468.0
Goldman Sachs,Petróleos Mexicanos (PEMEX),0,0,0,975000001,337121862,1464430439,0,2776552301.0
Goldman Sachs,Korea Gas Corporation (KOGAS),0,133333334,0,0,0,0,0,133333334.0
Goldman Sachs,Geopark Ltd,0,212500000,0,0,0,0,0,212500000.0
Goldman Sachs,Glencore PLC,0,0,0,0,0,0,114349353,114349353.0
Goldman Sachs,APA Corp,0,0,400000000,83333333,0,0,335155909,818489242.0
Goldman Sachs,Hess Corporation,673750000,740000000,0,700000000,250000000,700000000,464285714,3528035714.0
Goldman Sachs,Aker BP ASA,0,0,0,0,0,128710554,0,128710554.0
Goldman Sachs,Arch Resources Inc,0,0,0,0,96750000,0,0,96750000.0
Goldman Sachs,Ascent Resources LLC,0,500000000,362500000,333333333,33333333,40000000,0,1269166666.0
Goldman Sachs,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Goldman Sachs,BP PLC,449175619,596524774,316667300,0,2488656567,550845534,319729142,4721598936.0
Goldman Sachs,Callon Petroleum Co,0,96753333,109250000,0,0,0,42857143,248860476.0
Goldman Sachs,Chesapeake Energy Corp,1600000000,0,312500000,0,233775244,250000000,0,2396275244.0
Goldman Sachs,Chevron Corp,968181803,0,0,0,0,0,0,968181803.0
Goldman Sachs,China Energy Investment Corp Ltd,0,0,228422233,38735677,0,0,0,267157910.0
Goldman Sachs,China National Offshore Oil Corp (CNOOC),0,0,145000000,136363636,66666667,0,0,348030303.0
Goldman Sachs,China National Petroleum Corporation (CNPC),250531425,419726000,453494286,0,0,0,0,1123751711.0
Goldman Sachs,Abu Dhabi National Oil Company (ADNOC),0,26535150,0,0,0,278705598,0,305240748.0
Goldman Sachs,Comstock Resources Inc,0,85714285,0,0,0,64333333,0,150047618.0
Goldman Sachs,China Petrochemical Corporation (Sinopec Group),1050002001,497499993,133333400,276190477,230769230,200000000,0,2387795101.0
Goldman Sachs,Eni SpA,0,0,282857002,140000000,435374926,444122129,0,1302354057.0
Goldman Sachs,Endeavor Energy Resources LP,0,125000000,0,71428571,85714286,0,0,282142857.0
Goldman Sachs,EQT Corp,998708895,611123067,0,0,0,0,0,1609831962.0
Goldman Sachs,EOG Resources Inc,100000000,0,0,0,0,0,0,100000000.0
Goldman Sachs,Equinor ASA,0,0,333333000,250000000,568187917,298899359,0,1450420276.0
Goldman Sachs,Diamondback Energy Inc,884085327,0,250000000,863316667,125000000,314285715,157142857,2593830566.0
Goldman Sachs,Devon Energy Corp,1487810000,107661196,83333333,0,0,0,0,1678804529.0
Goldman Sachs,Delek Group Ltd,0,0,0,0,0,0,59741850,59741850.0
Goldman Sachs,Continental Resources Inc/OK,0,0,125000000,0,0,0,0,125000000.0
Goldman Sachs,ConocoPhillips,280112497,0,0,0,0,0,0,280112497.0
Goldman Sachs,EN+ Group International PJSC,0,7485758,0,0,0,0,0,7485758.0
HSBC,Petróleos Mexicanos (PEMEX),1336296000,2450738393,470678656,2050076889,0,1464430439,0,7772220376.0
HSBC,Occidental Petroleum Corp,236437247,0,620000000,2157403619,667500000,356000000,0,4037340866.0
HSBC,Oil and Natural Gas Corporation Ltd (ONGC),0,0,0,0,0,0,39723088,39723088.0
HSBC,POSCO Holdings Inc,0,0,42425706,76366272,63808262,0,0,182600241.0
HSBC,Pampa Energia SA,0,0,0,0,20624791,0,5199203,25823995.0
HSBC,Pan American Energy Group SL,0,0,0,0,39020688,56316257,0,95336944.0
HSBC,Pertamina Persero PT,150000000,145833334,150000000,375000000,590000000,0,233333333,1644166667.0
HSBC,Petroliam Nasional Berhad (Petronas),0,0,0,0,1080000000,648000000,0,1728000000.0
HSBC,Petróleo Brasileiro SA – Petrobras,0,1473333328,0,484149856,132857143,0,0,2090340327.0
HSBC,QatarEnergy,0,0,0,0,0,1744444445,0,1744444445.0
HSBC,Suncor Energy Inc,641857500,1276431200,0,0,0,0,0,1918288700.0
HSBC,Repsol SA,0,54479000,0,92681667,166114436,113365881,0,426640984.0
HSBC,Saudi Arabian Oil Company (Saudi Aramco),266656000,428531786,400000000,3343298634,1783333333,1547619047,855723274,8625162074.0
HSBC,Shell PLC,0,0,0,388000000,5357957689,0,0,5745957689.0
HSBC,State Grid Corp of China,311556689,216467184,78708624,244675414,86431043,0,0,937838953.0
HSBC,State Power Investment Corp (SPIC),97656855,0,50934519,0,0,40000000,0,188591374.0
HSBC,TotalEnergies SE,701456250,0,223827576,268527887,691823895,0,0,1885635608.0
HSBC,Wintershall Dea GmbH,0,0,0,0,0,291967200,0,291967200.0
HSBC,Xin Jiang Guang Hui Industry Investment Group Co Ltd,0,0,0,0,918789,0,0,918789.0
HSBC,YPF SA,300499997,135956958,0,230768115,13577539,0,0,680802608.0
HSBC,OMV AG,0,0,0,79440987,0,0,0,79440987.0
HSBC,RWE AG,0,0,0,165629642,0,0,0,165629642.0
HSBC,NTPC Ltd,93000000,0,0,0,0,0,0,93000000.0
HSBC,National Fuel Gas Co,0,0,247500000,0,109820417,162500000,250000000,769820417.0
HSBC,Marathon Oil Corp,0,125000000,0,0,0,0,0,125000000.0
HSBC,APA Corp,212475000,0,511111111,83333333,0,0,335155909,1142075353.0
HSBC,Abu Dhabi National Oil Company (ADNOC),0,2084028465,0,0,0,278705598,0,2362734063.0
HSBC,Aker BP ASA,0,0,0,83333333,208333333,117647059,0,409313725.0
HSBC,BP PLC,808611068,473624888,428201480,316666667,593333334,236076658,0,2856514094.0
HSBC,Chesapeake Energy Corp,0,106000000,54285700,0,60000000,0,0,220285700.0
HSBC,Chevron Corp,618181803,0,0,0,571428570,0,0,1189610373.0
HSBC,China Huadian Corp Ltd,0,0,0,36983433,0,0,0,36983433.0
HSBC,China Huaneng Group Co Ltd,0,77500000,0,159917266,0,0,0,237417266.0
HSBC,China National Offshore Oil Corp (CNOOC),0,0,145000000,0,0,0,0,145000000.0
HSBC,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
HSBC,China Petrochemical Corporation (Sinopec Group),200000001,497499993,281854100,142857143,230769230,0,0,1352980467.0
HSBC,CLP Holdings Ltd,0,74780653,80311624,79825626,125325606,58838731,0,419082239.0
HSBC,Delek Group Ltd,0,875000000,0,0,0,0,59741850,934741850.0
HSBC,ConocoPhillips,375000000,0,600000000,0,0,0,813636364,1788636364.0
HSBC,Mubadala Investment Co PJSC,0,94850000,0,316166667,361333334,0,271000000,1043350000.0
HSBC,Kuwait Petroleum Corp,0,0,0,142857143,0,0,0,142857143.0
HSBC,Indonesia Asahan Aluminium Persero PT,0,0,0,0,302741254,68116782,0,370858036.0
HSBC,Korea Gas Corporation (KOGAS),149999997,0,0,100000000,0,0,62500000,312499997.0
HSBC,Guangdong Hengjian Investment Holding Co Ltd,0,3098346,0,0,2788512,0,0,5886858.0
HSBC,Glencore PLC,85627248,45843750,87953772,111677419,204804317,0,46412903,582319409.0
HSBC,Exxon Mobil Corp,833333000,0,833333333,1250000000,3469453332,1111111111,0,7497230776.0
HSBC,Eni SpA,152194663,300000000,0,140000000,435374926,0,0,1027569589.0
HSBC,ITOCHU Corp,0,44166668,0,0,0,0,0,44166668.0
ICBC,Kailuan Group Ltd Liability Corp,86781870,0,49018095,59782577,63146643,0,0,258729185.0
ICBC,Shandong Energy Co Ltd,1313658215,643702071,369659035,83605925,81735801,199286262,79811687,2771458995.0
ICBC,Lu'an Chemical Group Co Ltd,146075775,94691314,51115791,48353011,46587551,0,0,386823442.0
ICBC,Shaanxi Investment Group Co Ltd,0,0,0,0,0,0,21903150,21903150.0
ICBC,Shaanxi Yanchang Petroleum Group Co Ltd,520866177,219158326,0,629603736,1214085170,910774218,847238582,4341726211.0
ICBC,Shanghai Electric Holding Group Co Ltd,0,0,36308750,0,0,0,0,36308750.0
ICBC,TBEA Co Ltd,0,0,0,0,0,0,7399693,7399693.0
ICBC,Shell PLC,0,0,0,388000000,433608000,0,0,821608000.0
ICBC,Shenergy Group Co Ltd,37935750,0,0,249262836,69763500,0,0,356962086.0
ICBC,State Grid Corp of China,871267551,163403365,488062124,2905791750,5358405793,4809506956,6563348750,21159786289.0
ICBC,State Power Investment Corp (SPIC),783391011,1295775460,1566312510,1339972794,1815631989,874344050,978261366,8653689177.0
ICBC,Zhejiang Provincial Energy Group Co Ltd,177887520,243083160,292579110,232511220,262280880,268560945,0,1476902835.0
ICBC,Jinneng Holding Group Co Ltd,60124576,139172618,379086725,337392500,68914925,184191001,0,1168882345.0
ICBC,Shanxi Coking Coal Group Co Ltd,0,0,227491136,0,225336695,0,0,452827831.0
ICBC,Inpex Corp,0,230769230,0,0,0,0,46000000,276769230.0
ICBC,Shaanxi Coal and Chemical Industry Group Co Ltd,0,0,0,0,0,109932200,97588400,207520600.0
ICBC,Hebei Construction & Investment Group Co Ltd,0,37801750,0,36327250,0,77711500,115340250,267180750.0
ICBC,Abu Dhabi National Oil Company (ADNOC),0,0,0,0,0,0,249975157,249975157.0
ICBC,Aker BP ASA,0,0,0,0,0,133333334,0,133333334.0
ICBC,BP PLC,0,0,0,156903900,375234014,0,0,532137914.0
ICBC,Huayang New Material Technology Group Co Ltd,90599625,75762500,74477750,36774500,0,0,0,277614375.0
ICBC,China Datang Corp,721326797,596327844,0,0,0,107940840,0,1425595481.0
ICBC,China Energy Investment Corp Ltd,645800644,276377811,337044802,204592360,560856577,524661737,260984625,2810318554.0
ICBC,China Huadian Corp Ltd,1651611224,1151956113,1305719205,1210925698,610902089,753607854,564147550,7248869733.0
ICBC,Beijing Energy Holding Co Ltd,2625054,294597732,369462106,374147276,366592650,119643654,582533979,2109602452.0
ICBC,China National Offshore Oil Corp (CNOOC),299428000,0,145000000,136363636,66666667,0,0,647458303.0
