Country_source_CB,Year,Category,Series,Value,Footnotes,Source
Iran,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.1,Data refer to fiscal years beginning 21 March.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iran,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.1,Data refer to fiscal years beginning 21 March.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iran,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.2,Data refer to fiscal years beginning 21 March.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iran,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.0,Data refer to fiscal years beginning 21 March.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2010,"Population, density and surface area",Population mid-year estimates (millions),31.26,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Population mid-year estimates for males (millions),15.56,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Population mid-year estimates for females (millions),15.71,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Sex ratio (males per 100 females),99.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Population aged 0 to 14 years old (percentage),41.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Population aged 60+ years old (percentage),4.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2010,"Population, density and surface area",Population density,72.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population mid-year estimates (millions),37.76,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population mid-year estimates for males (millions),18.85,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population mid-year estimates for females (millions),18.91,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Sex ratio (males per 100 females),99.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population aged 0 to 14 years old (percentage),40.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population aged 60+ years old (percentage),5.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Population density,87.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2015,"Population, density and surface area",Surface area (thousand km2),435,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Iraq,2020,"Population, density and surface area",Population mid-year estimates (millions),42.56,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Population mid-year estimates for males (millions),21.30,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Population mid-year estimates for females (millions),21.26,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Sex ratio (males per 100 females),100.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Population aged 0 to 14 years old (percentage),38.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Population aged 60+ years old (percentage),5.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Population density,98.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2020,"Population, density and surface area",Surface area (thousand km2),435,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Iraq,2022,"Population, density and surface area",Population mid-year estimates (millions),44.50,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Population mid-year estimates for males (millions),22.29,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Population mid-year estimates for females (millions),22.21,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Sex ratio (males per 100 females),100.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Population aged 0 to 14 years old (percentage),37.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Population aged 60+ years old (percentage),5.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Iraq,2022,"Population, density and surface area",Population density,102.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Iraq,1995,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"4,863",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2005,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"49,955",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2010,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"138,517",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2015,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"166,774",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2018,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"227,367",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2019,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"235,097",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2020,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"166,757",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,1995,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),241,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"1,856",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"4,657",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"4,688",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"5,916",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"5,981",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"4,146",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"32,111",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"94,053",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"120,516",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"166,774",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"191,222",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"202,614",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"170,858",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-18.3,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),1.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),6.4,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),2.6,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),6.0,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-15.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Iraq,1975,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"15,686",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,1985,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"38,435",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"71,968",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"90,090",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"100,792",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"119,861",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"128,080",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"139,388",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,1975,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,1985,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),2.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),2.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Iraq,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Israel,2010,"Population, density and surface area",Population mid-year estimates (millions),7.33,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2010,"Population, density and surface area",Population mid-year estimates for males (millions),3.63,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2010,"Population, density and surface area",Population mid-year estimates for females (millions),3.70,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2010,"Population, density and surface area",Sex ratio (males per 100 females),98.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2010,"Population, density and surface area",Population aged 0 to 14 years old (percentage),27.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2010,"Population, density and surface area",Population aged 60+ years old (percentage),14.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2010,"Population, density and surface area",Population density,338.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population mid-year estimates (millions),8.01,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population mid-year estimates for males (millions),3.98,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population mid-year estimates for females (millions),4.03,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2015,"Population, density and surface area",Sex ratio (males per 100 females),98.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population aged 0 to 14 years old (percentage),28.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population aged 60+ years old (percentage),15.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2015,"Population, density and surface area",Population density,370.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2015,"Population, density and surface area",Surface area (thousand km2),22,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Israel,2020,"Population, density and surface area",Population mid-year estimates (millions),8.76,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2020,"Population, density and surface area",Population mid-year estimates for males (millions),4.36,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2020,"Population, density and surface area",Population mid-year estimates for females (millions),4.39,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2020,"Population, density and surface area",Sex ratio (males per 100 females),99.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2020,"Population, density and surface area",Population aged 0 to 14 years old (percentage),28.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2020,"Population, density and surface area",Population aged 60+ years old (percentage),15.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2020,"Population, density and surface area",Population density,404.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2020,"Population, density and surface area",Surface area (thousand km2),22,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Israel,2022,"Population, density and surface area",Population mid-year estimates (millions),9.04,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2022,"Population, density and surface area",Population mid-year estimates for males (millions),4.51,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2022,"Population, density and surface area",Population mid-year estimates for females (millions),4.53,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,2022,"Population, density and surface area",Sex ratio (males per 100 females),99.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2022,"Population, density and surface area",Population aged 0 to 14 years old (percentage),28.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2022,"Population, density and surface area",Population aged 60+ years old (percentage),16.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Israel,2022,"Population, density and surface area",Population density,417.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Israel,1995,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"100,605",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2005,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"142,657",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2010,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"234,655",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2015,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"300,078",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2018,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"373,641",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2019,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"397,935",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2020,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"407,101",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,1995,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"19,085",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"21,848",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"31,941",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"37,611",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"44,579",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"46,709",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"47,034",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"139,625",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"199,653",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"247,803",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Israel,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"300,078",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
