Country_source_CB,Year,Category,Series,Value,Footnotes,Source
Colombia,1985,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"41,607",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"54,307",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"60,283",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"75,679",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"71,043",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"74,659",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"77,172",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,1975,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,1985,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Denmark,2010,"Population, density and surface area",Population mid-year estimates (millions),5.55,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Population mid-year estimates for males (millions),2.75,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Population mid-year estimates for females (millions),2.80,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Sex ratio (males per 100 females),98.3,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Population aged 0 to 14 years old (percentage),18.0,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Population aged 60+ years old (percentage),23.2,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Denmark,2010,"Population, density and surface area",Population density,130.9,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Denmark,2015,"Population, density and surface area",Population mid-year estimates (millions),5.68,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Denmark,2015,"Population, density and surface area",Population mid-year estimates for males (millions),2.82,"For statistical purposes, the data for Denmark do not include Faroe Islands, and Greenland.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
